Title,Genre,Release date,Metascore,N. Critics,User Score,N. Users,Developer,Publisher
Warlocks 2: God Slayers,Action RPG,"Jun 7, 2019",59,12,5.8,10,Frozen District,No Gravity Games
12 is Better Than 6,Top-Down Shoot-'Em-Up,"Mar 5, 2019",59,10,6.8,12,Ink Stains Games,HypeTrain Digital
Disney/Pixar Cars 3: Driven to Win,Auto Racing,"Jun 13, 2017",72,19,6.9,58,Avalanche Software,Warner Bros. Interactive Entertainment
Tharsis,Board,"Jan 11, 2016",61,25,4.8,62,Choice Provisions,Choice Provisions
Truberbrook,Adventure,"Mar 12, 2019",66,27,5.4,39,btf,Headup Games
Oddworld: Munch's Oddysee HD,Action Adventure,"May 14, 2020",58,25,7.4,9,Square One Games,Oddworld Inhabitants
Darksiders III,Open-World Action,"Nov 27, 2018",64,60,7.2,639,Gunfire Games,THQ Nordic
Stitchy in Tooki Trouble,2D Platformer,"Apr 15, 2021",58,13,tbd,N/A,Polygoat,Polygoat
Ary and the Secret of Seasons,Action Adventure,"Sep 1, 2020",56,25,6.1,8,Exiin,Modus
Ritual: Crown of Horns,Top-Down Shoot-'Em-Up,"Nov 7, 2019",58,7,7.3,13,Draw Distance,Feardemic
Venture Kid,2D Platformer,"May 2, 2019",58,7,6.9,10,Snikkabo AS,FDG Entertainment
Sword of the Necromancer,Roguelike,"Jan 28, 2021",69,12,7.1,10,Grimorio of Games,JanduSoft
1-2-Switch,Party,"Mar 3, 2017",58,65,4.8,486,Nintendo,Nintendo
WitchSpring3 Re:Fine - The Story of Eirudy,JRPG,"Aug 13, 2021",58,14,8.3,6,G Choice,ININ Games
Sinner: Sacrifice for Redemption,Action Adventure,"Oct 18, 2018",58,12,4.9,13,Another Indie,Another Indie
Viviette,Adventure,"Dec 20, 2018",58,8,7.0,10,DYA Games,DYA Games
The Long Reach,Survival,"Mar 15, 2018",58,9,6.4,27,Painted Black Games,Merge Games
This is the Police 2,Virtual Career,"Jul 31, 2018",66,34,6.6,94,Weappy Studio,Weappy Studio
Stranded Sails: Explorers of the Cursed Islands,Action Adventure,"Oct 17, 2019",57,17,6.4,7,Lemonbomb Entertainment,rokapublish
Monster Harvest,Trainer RPG,"Aug 31, 2021",57,10,4.0,6,Maple Powered Games,Merge Games
AEW: Fight Forever,Wrestling,"Jun 29, 2023",64,44,5.0,77,Yuke's,THQ Nordic
The Princess Guide,Strategy,"Mar 26, 2019",57,14,4.6,7,Nippon Ichi Software,NIS America
Sonic Forces,3D Platformer,"Nov 7, 2017",57,48,6.3,1142,Sonic Team,Sega
Calico,Virtual Life,"Dec 15, 2020",57,13,5.9,14,Peachy Keen Games,Whitethorn Digital
Eiyuden Chronicle: Hundred Heroes,JRPG,"Apr 23, 2024",78,37,7.1,245,Rabbit & Bear Studios,505 Games
Destiny Connect: Tick-Tock Travelers,RPG,"Oct 22, 2019",57,13,6.1,13,Nippon Ichi Software,NIS America
Kingdom Hearts Integrum Masterpiece for Cloud,Compilation,"Feb 10, 2022",57,7,1.0,16,Square Enix,Square Enix
Gear.Club Unlimited 2,Auto Racing Sim,"Dec 4, 2018",57,23,5.7,30,Eden Games Mobile,Microids
THE HOUSE OF THE DEAD: Remake,Light Gun,"Apr 7, 2022",57,41,7.3,72,MegaPixel Studio,Forever Entertainment
Astro Bears Party,Party,"Sep 28, 2017",57,8,6.8,40,QubicGames,QubicGames
Iro Hero,Vertical Shoot-'Em-Up,"Jun 7, 2018",57,10,tbd,N/A,Artax Games,EastAsiaSoft
Lila's Sky Ark,Action Adventure,"Apr 21, 2022",57,8,tbd,N/A,Monolith of Minds,Graffiti Games
Star Wars: Hunters,Tactical Third Person Shooter,"Jun 4, 2024",57,10,6.4,43,NaturalMotion,Zynga
The Hong Kong Massacre,Top-Down Shoot-'Em-Up,"Jan 29, 2019",71,19,6.1,48,VRESKI,VRESKI
Warplanes: WW2 Dogfight,Aircraft Sim,"Feb 21, 2019",56,10,5.2,5,Home Net Games,Home Net Games
House Flipper,Virtual Career,"May 17, 2018",67,7,7.4,221,Empyrean,PlayWay
Neverwinter Nights: Enhanced Edition,Western RPG,"Dec 3, 2019",63,9,3.6,20,Beamdog,Skybound Games
Farming Simulator 23,Virtual Career,"May 23, 2023",56,14,7.6,9,Giants Software,Giants Software
Deadly Premonition 2: A Blessing in Disguise,Survival,"Jul 10, 2020",56,67,5.5,204,TOYBOX,Rising Star Games
The LEGO Movie 2 Videogame,Action Adventure,"Feb 26, 2019",57,23,3.5,36,TT Games,Warner Bros. Interactive Entertainment
Date Night Bowling,Bowling,"Nov 26, 2021",56,8,tbd,N/A,Serenity Forge,Way Down Deep
WWE 2K Battlegrounds,Wrestling,"Sep 18, 2020",60,33,4.7,98,Saber Interactive,2K Games
RollerCoaster Tycoon Adventures,Tycoon,"Dec 13, 2018",56,15,4.6,19,Nvizzio Creations,AtGames
Bob Help Them,Virtual Life,"Mar 11, 2021",56,9,tbd,N/A,No Gravity Games,No Gravity Games
Close to the Sun,First-Person Adventure,"May 2, 2019",66,38,5.2,158,Storm in a Teacup,Wired Productions
Othello,Board,"Mar 23, 2017",55,7,6.3,20,Arc System Works,Arc System Works
Solo: Islands of the Heart,Action Puzzle,"Aug 1, 2019",55,7,tbd,N/A,Team Gotham,Merge Games
Half Past Fate: Romantic Distancing,Adventure,"Feb 14, 2021",55,7,tbd,N/A,Serenity Forge,Way Down Deep
Soccer Story,RPG,"Nov 29, 2022",55,9,tbd,N/A,Panic Barn Ltd,No More Robots
Suicide Guy,Action Adventure,"May 10, 2018",55,7,6.0,26,Chubby Pixel,Chubby Pixel
Galaxy Warfighter,Horizontal Shoot-'Em-Up,"Apr 16, 2020",55,7,tbd,N/A,Qplaze,JoyBits
Nadir: A Grimdark Deck Builder,Card Battle,"Feb 7, 2023",55,7,tbd,N/A,Crunching Koalas,Black Eye Games
GERRRMS,Party,"Jul 23, 2020",55,7,tbd,N/A,Bugbomb Studio,Bugbomb Studio
Sense: A Cyberpunk Ghost Story,Visual Novel,"Jan 7, 2021",55,7,5.3,12,Suzaku,Top Hat Studios Inc
Feather,Aircraft Sim,"Apr 5, 2019",54,7,6.0,7,Samurai Punk,Samurai Punk
Bitlogic - A Cyberpunk Arcade Adventure,2D Platformer,"Jun 27, 2019",54,8,tbd,N/A,OXiAB Game Studio,OXiAB Game Studio
Rustler,Open-World Action,"Aug 31, 2021",59,14,5.0,8,Jutsu Games,Modus Games
Jumping Joe & Friends,2D Platformer,"May 25, 2018",54,7,5.5,13,Vixa Games,QubicGames
Apex Legends,Tactical FPS,"Feb 4, 2019",89,38,6.8,1896,Respawn Entertainment,Electronic Arts
Dungeon Munchies,Action RPG,"Jul 28, 2022",54,8,tbd,N/A,maJAJa,Chorus Worldwide
Radiation Island,Survival,"Jan 29, 2015",79,8,6.4,16,Atypical Games,Atypical Games
Stubbs the Zombie in Rebel Without a Pulse,Action Adventure,"Oct 18, 2005",75,55,8.5,27,Wideload Games Inc.,Aspyr
Danganronpa S: Ultimate Summer Camp,Party,"Dec 3, 2021",54,9,5.5,28,Spike Chunsoft,Spike Chunsoft
Harvest Moon: One World,Tycoon,"Mar 2, 2021",54,28,4.2,56,Natsume,Natsume
Sports Story,RPG,"Dec 23, 2022",54,13,2.0,42,SideBar Games,SideBar Games
Creepy Tale,Adventure,"Jul 10, 2020",54,12,5.7,9,Deqaf Studio,No Gravity Games
Legend of Kay Anniversary,Linear Action Adventure,"Jul 28, 2015",62,22,6.0,18,Kaiko,Nordic Games Publishing
Dynasty Warriors 9 Empires,3D Beat-'Em-Up,"Feb 15, 2022",61,34,8.0,665,Koei Tecmo Games,Koei Tecmo Games
Hamsterdam,3D Beat-'Em-Up,"Aug 1, 2019",54,7,tbd,N/A,Muse Games,Muse Games
Cast of the Seven Godsends,2D Platformer,"Apr 18, 2018",54,7,tbd,N/A,Raven Travel Studios,Merge Games
SkateBIRD,Skating,"Sep 16, 2021",54,20,3.7,9,Glass Bottom Games,Glass Bottom Games
Whipseey and the Lost Atlas,2D Platformer,"Aug 27, 2019",54,7,6.6,21,Daniel A. Ramirez,Blowfish Studios
Everybody 1-2-Switch!,Party,"Jun 30, 2023",54,29,5.5,54,Nintendo,Nintendo
Legendary Eleven,Soccer,"Jun 8, 2018",54,8,5.9,16,Eclipse Games,Eclipse Games
The Padre,Adventure,"Apr 18, 2019",54,10,tbd,N/A,Shotgun with Glitters,Feardemic
Cloudpunk,Open-World Action,"Apr 23, 2020",73,42,7.6,138,ION LANDS,ION LANDS
Bakugan: Champions of Vestroia,Action RPG,"Nov 3, 2020",53,22,4.3,24,WayForward,Warner Bros. Interactive Entertainment
The Game of Life 2,Board,"Mar 29, 2021",53,9,4.5,8,Marmalade Game Studio,Marmalade Game Studio
Castle of Heart,Action Adventure,"Mar 23, 2018",53,26,7.0,61,7Levels,7Levels
Little Friends: Dogs & Cats,Virtual Pet,"May 28, 2019",53,14,4.8,4,Neilo,Sold Out
Akiba's Trip: Hellbound & Debriefed,3D Beat-'Em-Up,"Jul 20, 2021",52,15,5.3,13,Acquire,XSEED Games
Flip Wars,Puzzle,"Aug 10, 2017",53,25,6.8,16,Over Fence,Nintendo
Five Nights at Freddy's: Help Wanted,Survival,"May 28, 2019",80,10,8.2,158,Steel Wool Games,Scott Cawthon
Monopoly Plus,Board,"Oct 31, 2017",53,17,5.6,88,Engine Software,Ubisoft
Has-Been Heroes,Turn-Based Tactics,"Mar 28, 2017",53,20,7.2,134,"Frozenbyte, Inc.",GameTrust
Hover,3D Platformer,"Sep 20, 2018",53,9,6.4,5,Fusty Game,Playdius
Stranger Things 3: The Game,Action Adventure,"Jul 4, 2019",53,13,6.3,14,BonusXP,Netflix
Youtubers Life: OMG Edition,Virtual Life,"Nov 20, 2018",53,7,6.1,17,U-Play Online,Raiser Games
Blade Runner: Enhanced Edition,Point-and-Click,"Jun 23, 2022",52,11,5.7,12,Nightdive Studios,Nightdive Studios
Hellpoint,Action RPG,"Jul 30, 2020",64,25,6.4,89,Cradle Games,tinyBuild
Leisure Suit Larry: Wet Dreams Don't Dry,Point-and-Click,"Nov 7, 2018",72,18,6.8,62,CrazyBunch,CrazyBunch
Commandos 2 HD Remaster,Real-Time Strategy,"Jan 24, 2020",60,17,2.2,88,Yippee Entertainment LTD,Kalypso
Unbox: Newbie's Adventure,3D Platformer,"Jul 26, 2017",71,10,tbd,N/A,Merge Games,Merge Games
Last Encounter,Top-Down Shoot-'Em-Up,"Feb 21, 2020",52,11,tbd,N/A,Exordium Games,Exordium Games
Caveman Warriors,2D Platformer,"Dec 5, 2017",52,9,5.6,7,JanduSoft,JanduSoft
Clive 'N' Wrench,3D Platformer,"Feb 24, 2023",52,11,2.4,5,Dinosaur Bytes Studio,Numskull Games
Star Horizon,Rail Shooter,"May 14, 2020",52,11,tbd,N/A,Orbital Knight sp. z o.o.,No Gravity Games
New Frontier Days: Founding Pioneers,Management,"Mar 23, 2017",52,10,4.6,30,Arc System Works,Arc System Works
ACORN Tactics,Turn-Based Tactics,"Dec 7, 2017",51,8,tbd,N/A,TACS Games,TACS Games
V-Rally 4,Auto Racing,"Sep 11, 2018",58,28,5.6,30,Kylotonn,Bigben Interactive
Taxi Chaos,Auto Racing,"Feb 23, 2021",42,12,5.1,9,Team6 Game Studios,Lion Castle
Baseball Riot,Action Puzzle,"Dec 9, 2015",62,9,tbd,N/A,10tons,10tons
Devil May Cry 2,Linear Action Adventure,"Jan 25, 2003",68,40,6.0,532,Capcom,Capcom
The Good Life,RPG,"Oct 15, 2021",62,22,5.7,16,White Owls,Playism
Empire of Sin,Turn-Based Tactics,"Dec 1, 2020",63,51,5.8,144,Romero Games Ltd.,Paradox Interactive
Picklock,Action Adventure,"Nov 26, 2020",50,7,tbd,N/A,No Gravity Games,No Gravity Games
Loop8: Summer of Gods,JRPG,"Jun 6, 2023",49,11,4.2,18,SIEG Games,XSEED Games
Jurassic Park: Classic Games Collection,Compilation,"Nov 21, 2023",50,7,9.0,4,Carbon Engine,Limited Run Games
Drawn to Life: Two Realms,Sandbox,"Dec 7, 2020",50,11,4.7,18,Digital Continue,505 Games
Modern Combat: Blackout,FPS,"Jul 24, 2014",79,17,7.1,44,Gameloft,Gameloft
Jump Force: Deluxe Edition,3D Fighting,"Aug 28, 2020",50,15,7.0,40,Spike Chunsoft,Bandai Namco Games
Milanoir,RPG,"May 31, 2018",50,10,5.0,5,Italo Games,Good Shepherd Entertainment
The Forbidden Arts,Open-World Action,"Aug 7, 2019",50,7,4.0,4,Stingbot Games,Stingbot Games
Adventure Time: Pirates of the Enchiridion,JRPG,"Jul 17, 2018",62,13,6.2,40,Climax Studios,Outright Games
Ice Age: Scrat's Nutty Adventure,Action Adventure,"Oct 18, 2019",55,7,5.0,27,Blue Sky Studios,Outright Games
The Unexpected Quest,Tycoon,"Jan 23, 2021",49,9,6.7,7,rionix,OverGamez
Shaq Fu: A Legend Reborn,2D Beat-'Em-Up,"Jun 5, 2018",36,12,5.5,32,Big Deez Productions,Saber Interactive
Carnival Games,Party,"Nov 6, 2018",49,7,3.4,12,Mass Media,2K Games
Gargoyles Remastered,2D Platformer,"Oct 19, 2023",58,9,0.3,6,Empty Clip Studios,Disney Interactive Studios
YesterMorrow,2D Platformer,"Nov 5, 2020",49,9,tbd,N/A,Bitmap Galaxy,Blowfish Studios
Morphies Law,Third Person Shooter,"Aug 20, 2018",48,13,5.6,26,Cosmoscope GmbH,Cosmoscope GmbH
Pine,Open-World Action,"Nov 26, 2019",48,7,5.8,25,Twirlbound,Twirlbound
Storm Boy,Adventure,"Nov 20, 2018",48,7,5.3,4,Blowfish Studios,Blowfish Studios
Thief of Thieves: Season One,Adventure,"Nov 12, 2019",47,10,tbd,N/A,Rival Games Ltd,Skybound Games
Scribblenauts Showdown,Action Puzzle,"Mar 6, 2018",47,20,4.1,38,Shiver Entertainment,Warner Bros. Interactive Entertainment
PONG Quest,Arcade,"May 7, 2020",47,9,tbd,N/A,Chequered Ink Ltd.,Atari SA
Cooking Mama: Cookstar,Virtual Career,"Mar 31, 2020",46,9,6.9,24,1st Playable Productions,Planet Entertainment
Desert Child,Future Racing,"Dec 11, 2018",58,8,6.0,7,Oscar Brittain,Akupara Games
Grand Theft Auto: The Trilogy - The Definitive Edition,Compilation,"Nov 11, 2021",54,47,1.0,4363,Grove Street Games,Rockstar Games
Soulblight,Roguelike,"Oct 4, 2018",46,9,tbd,N/A,My Next Games,My Next Games
Make War,Turn-Based Strategy,"Apr 16, 2020",46,7,6.8,6,No Gravity Games,No Gravity Games
AeternoBlade II,Action Adventure,"Oct 11, 2019",44,7,4.0,20,Corecell Technology,Corecell Technology
Fimbul,Action Adventure,"Feb 28, 2019",52,9,1.5,6,Zaxis,Wild River Games
Vaccine (2017),Survival,"Feb 21, 2017",48,7,tbd,N/A,Rainy Night Creations,Rainy Night Creations
FIFA 20,Soccer Sim,"Sep 24, 2019",79,65,1.4,3781,Electronic Arts,Electronic Arts
XEL,Open-World Action,"Jul 14, 2022",43,9,4.0,7,Tiny Roar,Assemble Entertainment
The Elder Scrolls: Blades,Western RPG,"May 14, 2020",42,13,2.7,76,Bethesda Game Studios,Bethesda Softworks
Contra: Rogue Corps,Top-Down Shoot-'Em-Up,"Sep 24, 2019",52,26,3.9,56,Toylogic,Konami
Gleamlight,2D Platformer,"Aug 20, 2020",42,7,2.8,10,DICO,D3Publisher
Nickelodeon Kart Racers,Auto Racing,"Oct 23, 2018",42,17,5.2,34,Bamtang,GameMill Entertainment
Senran Kagura Reflexions,Adventure,"Sep 13, 2018",39,18,7.7,49,Honey Parade Games,XSEED Games
Hello Neighbor,First-Person Adventure,"Dec 8, 2017",38,21,5.2,379,Dynamic Pixels,tinyBuild
The Deer God,2D Platformer,"Feb 27, 2015",59,20,tbd,N/A,Cinopt Studios LLC,Crescent Moon Games
Blades of Time,3D Beat-'Em-Up,"Mar 6, 2012",52,23,7.4,48,Gaijin Entertainment,Konami
Touhou Kobuto V: Burst Battle,3D Fighting,"Oct 10, 2017",42,12,4.2,16,CUBETYPE,NIS America
